Product ID,Product Name Cleaned,Product Description,Price,Category,Sub-Category,stock
OFF-PA-10000289,Xerox 213,"The Xerox 213 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",6.48,Office Supplies,Paper,5
OFF-PA-10000350,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book","The Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",8.56,Office Supplies,Paper,3
FUR-FU-10001940,Staple-based wall hangings,"The Staple-based wall hangings is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",6.368,Furniture,Furnishings,3
OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,"The Stanley Bostitch Contemporary Electric Pencil Sharpeners is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",13.584,Office Supplies,Art,4
TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural","The Logitech B530 USB Headset - headset - Full size, Binaural is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",29.592,Technology,Phones,1
FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,"The Luxo Professional Combination Clamp-On Lamps is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",102.3,Furniture,Furnishings,1
OFF-BI-10000145,Zipper Ring Binder Pockets,"The Zipper Ring Binder Pockets is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",3.12,Office Supplies,Binders,0
OFF-LA-10004055,Color-Coded Legal Exhibit Labels,"The Color-Coded Legal Exhibit Labels is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",4.91,Office Supplies,Labels,5
OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack","The BIC Brite Liner Grip Highlighters, Assorted, 5/Pack is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",3.392,Office Supplies,Art,2
OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,"The Acco Suede Grain Vinyl Round Ring Binder is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",0.556,Office Supplies,Binders,4
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,"The Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",233.384,Furniture,Chairs,2
OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,"The Fellowes PB300 Plastic Comb Binding Machine is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",387.99,Office Supplies,Binders,1
OFF-EN-10003862,Laser & Ink Jet Business Envelopes,"The Laser & Ink Jet Business Envelopes is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",10.67,Office Supplies,Envelopes,2
OFF-ST-10000046,Fellowes Super Stor/Drawer Files,"The Fellowes Super Stor/Drawer Files is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",161.55,Office Supplies,Storage,1
OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2","The Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.36,Office Supplies,Envelopes,4
FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear","The Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",37.93,Furniture,Furnishings,4
FUR-TA-10003748,Bevis 36 x 72 Conference Tables,"The Bevis 36 x 72 Conference Tables is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",124.49,Furniture,Tables,3
FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,"The G.E. Halogen Desk Lamp Bulbs is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",6.98,Furniture,Furnishings,0
OFF-BI-10000320,GBC Plastic Binding Combs,"The GBC Plastic Binding Combs is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",5.904,Office Supplies,Binders,4
OFF-PA-10001166,Xerox 2,"The Xerox 2 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",5.184,Office Supplies,Paper,0
OFF-PA-10000955,Southworth 25% Cotton Granite Paper & Envelopes,"The Southworth 25% Cotton Granite Paper & Envelopes is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",5.232,Office Supplies,Paper,3
OFF-BI-10003707,Aluminum Screw Posts,"The Aluminum Screw Posts is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",12.208,Office Supplies,Binders,2
OFF-AR-10000203,Newell 336,"The Newell 336 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",3.424,Office Supplies,Art,4
FUR-TA-10001095,Chromcraft Round Conference Tables,"The Chromcraft Round Conference Tables is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",174.29,Furniture,Tables,1
TEC-AC-10004761,Maxell 4.7GB DVD+RW 3/Pack,"The Maxell 4.7GB DVD+RW 3/Pack is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",15.93,Technology,Accessories,2
OFF-AR-10001130,"Quartet Alpha White Chalk, 12/Pack","The Quartet Alpha White Chalk, 12/Pack is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",1.768,Office Supplies,Art,5
FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,"The Eldon Antistatic Chair Mats for Low to Medium Pile Carpets is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",84.232,Furniture,Furnishings,1
OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,"The DIXON Ticonderoga Erasable Checking Pencils is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",5.58,Office Supplies,Art,5
OFF-FA-10001754,Stockwell Gold Paper Clips,"The Stockwell Gold Paper Clips is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",1.472,Office Supplies,Fasteners,2
OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,"The Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",15.072,Office Supplies,Appliances,5
OFF-SU-10001935,Staple remover,"The Staple remover is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",1.744,Office Supplies,Supplies,2
OFF-AR-10003732,Newell 333,"The Newell 333 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.78,Office Supplies,Art,0
OFF-PA-10001970,Xerox 1881,"The Xerox 1881 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",9.824,Office Supplies,Paper,2
OFF-BI-10003669,3M Organizer Strips,"The 3M Organizer Strips is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",4.32,Office Supplies,Binders,4
OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,"The Avery Durable Slant Ring Binders With Label Holder is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",1.254,Office Supplies,Binders,1
OFF-AR-10000255,Newell 328,"The Newell 328 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",5.84,Office Supplies,Art,4
OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,"The Belkin 8 Outlet SurgeMaster II Gold Surge Protector is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",59.98,Office Supplies,Appliances,2
OFF-PA-10000349,Easy-staple paper,"The Easy-staple paper is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",4.98,Office Supplies,Paper,2
TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),"The Nokia Lumia 521 (T-Mobile) is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",23.992,Technology,Phones,1
OFF-PA-10000605,Xerox 1950,"The Xerox 1950 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",5.78,Office Supplies,Paper,2
OFF-ST-10004340,"Fellowes Mobile File Cart, Black","The Fellowes Mobile File Cart, Black is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",49.744,Office Supplies,Storage,0
OFF-AR-10001545,Newell 326,"The Newell 326 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",1.76,Office Supplies,Art,5
OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4","The Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",7.64,Office Supplies,Paper,1
OFF-LA-10003766,Self-Adhesive Removable Labels,"The Self-Adhesive Removable Labels is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",3.15,Office Supplies,Labels,0
OFF-EN-10002831,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray","The Tyvek  Top-Opening Peel & Seel  Envelopes, Gray is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",35.94,Office Supplies,Envelopes,1
OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,"The Hoover Shoulder Vac Commercial Portable Vacuum is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",322.038,Office Supplies,Appliances,0
OFF-AP-10000576,"Belkin 325VA UPS Surge Protector, 6'","The Belkin 325VA UPS Surge Protector, 6' is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",120.98,Office Supplies,Appliances,2
OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain","The BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",17.98,Office Supplies,Art,1
TEC-PH-10004700,PowerGen Dual USB Car Charger,"The PowerGen Dual USB Car Charger is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",9.99,Technology,Phones,2
OFF-LA-10004425,Staple-on labels,"The Staple-on labels is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.89,Office Supplies,Labels,3
TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,"The Plantronics S12 Corded Telephone Headset System is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",86.232,Technology,Accessories,2
OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,"The Peel & Stick Add-On Corner Pockets is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",1.728,Office Supplies,Binders,0
TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,"The Nortel Networks T7316 E Nt8 B27 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",54.392,Technology,Phones,2
OFF-ST-10004634,"Personal Folder Holder, Ebony","The Personal Folder Holder, Ebony is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",11.21,Office Supplies,Storage,2
TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,"The Canon Imageclass D680 Copier / Fax is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",419.994,Technology,Copiers,2
FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony","The Eldon Image Series Desk Accessories, Ebony is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",12.35,Furniture,Furnishings,0
OFF-EN-10004955,Fashion Color Clasp Envelopes,"The Fashion Color Clasp Envelopes is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",5.41,Office Supplies,Envelopes,0
FUR-TA-10004619,Hon Non-Folding Utility Tables,"The Hon Non-Folding Utility Tables is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",127.448,Furniture,Tables,3
OFF-AR-10003958,Newell 337,"The Newell 337 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.624,Office Supplies,Art,3
TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,"The Wilson SignalBoost 841262 DB PRO Amplifier Kit is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",287.96,Technology,Phones,3
OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""","The XtraLife ClearVue Slant-D Ring Binder, White, 3"" is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",4.404,Office Supplies,Binders,2
OFF-AR-10000422,Pencil and Crayon Sharpener,"The Pencil and Crayon Sharpener is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.19,Office Supplies,Art,0
OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾_x0094_ x 11_x0094_","The Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾_x0094_ x 11_x0094_ is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",6.24,Office Supplies,Paper,5
OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,"The Panasonic KP-380BK Classic Electric Pencil Sharpener is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",28.784,Office Supplies,Art,2
OFF-ST-10000617,Woodgrain Magazine Files by Perma,"The Woodgrain Magazine Files by Perma is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.98,Office Supplies,Storage,2
FUR-FU-10000397,Luxo Economy Swing Arm Lamp,"The Luxo Economy Swing Arm Lamp is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",19.94,Furniture,Furnishings,4
OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,"The Kensington 4 Outlet MasterPiece Compact Power Control Center is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",65.056,Office Supplies,Appliances,5
TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,"The Motorola HK250 Universal Bluetooth Headset is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",22.99,Technology,Phones,0
FUR-BO-10003433,Sauder Cornerstone Collection Library,"The Sauder Cornerstone Collection Library is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",30.98,Furniture,Bookcases,2
FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black","The Westinghouse Floor Lamp with Metal Mesh Shade, Black is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",23.99,Furniture,Furnishings,4
OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream","The Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",6.48,Office Supplies,Paper,5
OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,"The Acco 6 Outlet Guardian Premium Surge Suppressor is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",14.56,Office Supplies,Appliances,0
OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,"The Avoid Verbal Orders Carbonless Minifold Book is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.704,Office Supplies,Paper,3
OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue","The Decoflex Hanging Personal Folder File, Blue is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",15.42,Office Supplies,Storage,0
OFF-PA-10004156,Xerox 188,"The Xerox 188 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",11.34,Office Supplies,Paper,2
OFF-AR-10002818,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,"The Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",21.98,Office Supplies,Art,1
TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,"The Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",2.97,Technology,Phones,4
OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,"The Wilson Jones Easy Flow II Sheet Lifters is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",0.36,Office Supplies,Binders,4
OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black","The SAFCO Commercial Wire Shelving, Black is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",138.14,Office Supplies,Storage,0
FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,"The Westinghouse Clip-On Gooseneck Lamps is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",8.37,Furniture,Furnishings,2
FUR-FU-10004018,Tensor Computer Mounted Lamp,"The Tensor Computer Mounted Lamp is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",14.89,Furniture,Furnishings,5
TEC-MA-10002178,Cisco CP-7937G Unified IP Conference Station Phone,"The Cisco CP-7937G Unified IP Conference Station Phone is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",347.85,Technology,Machines,4
FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy","The Global High-Back Leather Tilter, Burgundy is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",86.093,Furniture,Chairs,0
OFF-PA-10003641,Xerox 1909,"The Xerox 1909 is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",26.38,Office Supplies,Paper,3
FUR-CH-10002961,"Leather Task Chair, Black","The Leather Task Chair, Black is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",72.784,Furniture,Chairs,4
OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,"The Boston 16801 Nautilus Battery Pencil Sharpener is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",17.608,Office Supplies,Art,2
TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,"The Logitech Desktop MK120 Mouse and keyboard Combo is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",16.36,Technology,Accessories,3
FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats","The Tenex ""The Solids"" Textured Chair Mats is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",27.984,Furniture,Furnishings,2
OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit","The Carina 42""Hx23 3/4""W Media Storage Unit is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",80.98,Office Supplies,Storage,5
OFF-AR-10003514,4009 Highlighters by Sanford,"The 4009 Highlighters by Sanford is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",3.184,Office Supplies,Art,3
TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite","The LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",10.9,Technology,Phones,1
FUR-TA-10002356,Bevis Boat-Shaped Conference Table,"The Bevis Boat-Shaped Conference Table is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",131.055,Furniture,Tables,1
OFF-BI-10002867,GBC Recycled Regency Composition Covers,"The GBC Recycled Regency Composition Covers is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",47.824,Office Supplies,Binders,2
TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,"The Logitech G13 Programmable Gameboard with LCD Display is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",79.99,Technology,Accessories,3
TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,"The ShoreTel ShorePhone IP 230 VoIP phone is a high-quality product designed for both functionality and style. Perfect for home, office, or professional use, it offers durability and efficiency. Whether you need it for organization, decoration, or daily tasks, this product ensures reliability and performance.",135.192,Technology,Phones,0
