City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
138,12,0,2,0,159.75,5,0.0,11.1825
225,33,1,1,1,103.968,6,0.2,16.8948
439,3,3,0,9,303.25,5,0.0,63.6825
439,3,3,1,1,270.72,3,0.0,78.5088
439,3,3,0,5,1487.04,5,0.2,148.704
194,15,2,1,7,17.48,2,0.0,8.2156
194,15,2,1,7,71.88,2,0.0,32.346
438,3,3,1,2,60.45,3,0.0,16.3215
438,3,3,0,16,253.176,3,0.2,-31.647
199,11,0,1,3,2.88,5,0.8,-4.464
199,11,0,0,4,384.944,4,0.3,-126.4816
199,11,0,2,13,153.584,2,0.2,13.4386
199,11,0,0,4,913.43,5,0.3,-52.196
438,3,3,1,1,43.92,4,0.0,11.8584
438,3,3,1,3,25.032,3,0.2,7.8225
329,30,1,1,12,46.76,7,0.0,22.4448
329,30,1,0,4,183.968,2,0.2,-25.2956
329,30,1,2,13,1259.97,3,0.0,327.5922
329,30,1,1,2,68.97,3,0.0,19.3116
109,41,0,1,2,70.368,2,0.2,6.1572
109,41,0,2,13,59.96,5,0.2,21.7355
464,33,1,1,14,25.984,1,0.2,-5.1968
464,33,1,1,3,27.36,3,0.7,-21.888
437,3,3,2,13,361.376,2,0.2,27.1032
374,36,1,0,5,172.186,2,0.3,-46.7362
374,36,1,0,9,69.008,2,0.2,12.0764
93,18,1,1,7,199.9,5,0.0,89.955
93,18,1,1,1,901.95,3,0.0,297.6435
93,18,1,0,9,971.5,5,0.0,252.59
92,4,3,1,2,11.328,2,0.2,2.5488
329,30,1,1,2,21.24,3,0.0,8.0712
374,36,1,2,0,34.8,3,0.2,2.175
374,36,1,1,14,38.976,3,0.2,-2.436
94,12,0,1,12,9.08,2,0.0,4.086
94,12,0,1,12,314.55,3,0.0,150.984
94,12,0,1,3,4.91,1,0.0,2.3077
266,3,3,1,10,5.78,2,0.0,2.7166
266,3,3,1,2,107.94,6,0.0,30.2232
329,30,1,1,12,19.65,3,0.0,9.039
329,30,1,2,13,617.97,3,0.0,160.6722
329,30,1,1,1,59.7,3,0.0,26.865
247,19,1,1,3,387.99,1,0.0,182.3553
438,3,3,2,13,575.92,2,0.2,71.99
438,3,3,1,8,30.4,5,0.0,15.2
123,20,0,1,3,478.24,8,0.0,219.9904
187,33,1,0,9,190.848,3,0.2,-21.4704
94,33,1,1,3,5.484,4,0.7,-4.0216
80,11,0,1,15,40.92,5,0.2,3.069
279,8,2,1,2,15.552,3,0.2,2.3328
444,9,2,1,1,17.24,2,0.0,4.4824
444,9,2,0,4,302.94,3,0.0,75.735
444,9,2,2,13,34.75,5,0.0,15.6375
444,9,2,1,3,113.94,6,0.0,54.6912
444,9,2,2,13,55.98,2,0.0,15.6744
3,29,3,1,12,27.18,3,0.0,12.231
490,34,0,0,5,1805.88,6,0.0,523.7052
350,28,1,1,2,70.95,3,0.0,18.447
194,15,2,1,8,20.0,4,0.0,9.6
194,15,2,1,2,7.98,3,0.0,2.0748
194,15,2,0,9,24.1,5,0.0,9.158
194,15,2,1,2,8.75,1,0.0,2.625
194,15,2,0,16,842.94,3,0.0,160.1586
80,11,0,1,3,2.182,1,0.8,-3.6003
80,11,0,1,2,27.384,7,0.2,2.7384
80,11,0,1,1,26.406,3,0.8,-71.2962
385,41,0,1,12,10.368,2,0.2,3.6288
385,41,0,1,12,23.68,4,0.2,7.4
516,20,0,2,0,109.95,1,0.0,36.2835
516,20,0,1,14,965.85,5,0.0,135.219
516,20,0,1,2,29.2,5,0.0,10.512
516,20,0,1,12,32.4,5,0.0,15.552
41,12,0,1,7,78.35,5,0.0,36.8245
41,12,0,1,12,31.68,6,0.0,14.256
41,12,0,1,3,29.12,4,0.0,14.2688
41,12,0,1,14,169.45,5,0.0,42.3625
266,3,3,0,9,12.56,2,0.0,4.0192
266,3,3,1,12,6.48,1,0.0,3.1104
266,3,3,1,7,186.69,3,0.0,87.7443
438,3,3,0,9,25.4,5,0.0,8.636
438,3,3,1,7,43.96,2,0.0,20.6612
438,3,3,0,4,1279.165,5,0.15,225.735
438,3,3,1,14,27.92,4,0.0,0.5584
438,3,3,0,5,129.568,2,0.2,-12.9568
438,3,3,1,3,6.368,2,0.2,2.1492
440,3,3,1,12,244.55,5,0.0,114.9385
120,4,3,1,15,1332.496,2,0.2,-299.8116
24,4,3,0,9,32.776,1,0.2,3.2776
24,4,3,1,14,147.184,2,0.2,-29.4368
24,4,3,2,0,54.384,2,0.2,1.3596
24,4,3,1,3,76.776,4,0.7,-58.8616
24,4,3,1,12,14.352,3,0.2,5.2026
24,4,3,1,1,209.792,2,0.2,26.224
43,10,3,1,3,3.304,1,0.2,1.1151
329,30,1,1,2,16.38,9,0.0,7.371
329,30,1,1,7,167.96,2,0.0,78.9412
329,30,1,0,4,321.568,2,0.2,-16.0784
329,30,1,1,12,12.96,2,0.0,6.2208
374,36,1,0,5,128.058,3,0.3,-23.7822
290,33,1,0,5,63.686,1,0.3,-15.4666
290,33,1,2,0,239.976,3,0.2,65.9934
290,33,1,0,16,344.22,2,0.4,-189.321
290,33,1,1,12,15.552,3,0.2,5.4432
290,33,1,0,9,21.248,4,0.2,7.4368
290,33,1,1,12,8.448,2,0.2,2.64
248,34,0,1,14,333.09,3,0.0,23.3163
248,34,0,0,16,248.98,2,0.0,54.7756
329,30,1,1,12,24.9,5,0.0,11.703
266,3,3,1,8,15.26,7,0.0,5.0358
266,3,3,1,1,43.32,2,0.0,14.2956
266,3,3,1,3,43.584,12,0.2,15.7992
266,3,3,1,12,116.28,3,0.0,56.9772
266,3,3,1,3,9.296,2,0.2,3.0212
266,3,3,1,12,19.44,3,0.0,9.3312
266,3,3,1,12,314.55,3,0.0,150.984
207,41,0,1,3,16.27,5,0.8,-25.2185
207,41,0,1,15,69.12,9,0.2,-14.688
207,41,0,1,3,4.47,3,0.8,-7.8225
266,3,3,0,16,418.296,3,0.2,5.2287
94,33,1,2,6,659.988,2,0.4,109.998
94,33,1,0,9,8.128,2,0.2,1.4224
94,33,1,1,12,36.288,7,0.2,12.7008
94,33,1,0,5,909.72,6,0.3,-51.984
266,3,3,0,4,917.9235,9,0.15,75.5937
266,3,3,1,12,38.88,6,0.0,19.0512
374,36,1,1,3,631.176,4,0.7,-462.8624
438,3,3,1,12,12.96,2,0.0,6.2208
27,3,3,1,12,12.96,2,0.0,6.2208
27,3,3,1,3,23.2,5,0.2,8.12
207,41,0,1,12,25.92,5,0.2,9.072
207,41,0,1,8,21.312,6,0.2,7.1928
266,3,3,2,13,173.656,7,0.2,17.3656
266,3,3,1,1,361.96,2,0.0,101.3488
266,3,3,2,0,62.85,3,0.0,13.1985
266,3,3,2,13,818.376,3,0.2,51.1485
266,3,3,1,14,20.34,1,0.0,0.2034
266,3,3,0,9,23.99,1,0.0,5.5177
266,3,3,0,16,171.288,3,0.2,-6.4233
464,23,0,0,9,37.3,2,0.0,17.158
464,23,0,1,3,81.96,2,0.0,39.3408
375,1,3,1,3,54.792,6,0.7,-40.1808
207,41,0,1,14,10.784,1,0.2,0.8088
188,44,2,0,5,290.98,1,0.0,75.6548
490,34,0,1,2,36.44,4,0.0,12.0252
452,45,3,1,12,21.4,5,0.0,10.058
452,45,3,1,3,48.664,7,0.2,15.8158
438,3,3,1,2,16.56,4,0.0,6.9552
216,8,2,1,14,1347.52,8,0.2,84.22
407,12,0,2,0,62.31,3,0.0,22.4316
407,12,0,0,9,20.32,4,0.0,6.9088
267,4,3,1,8,9.432,3,0.2,3.0654
329,30,1,1,10,34.86,7,0.0,16.0356
329,30,1,0,9,89.34,6,0.0,24.1218
416,30,1,2,13,269.98,2,0.0,67.495
416,30,1,1,12,99.9,5,0.0,47.952
416,30,1,0,9,39.08,4,0.0,14.4596
281,33,1,2,0,116.832,4,0.2,33.5892
207,41,0,1,3,2.296,2,0.8,-3.9032
329,30,1,0,5,408.006,2,0.1,72.5344
329,30,1,1,14,40.44,3,0.0,10.5144
277,3,3,0,5,122.352,3,0.2,13.7646
277,3,3,1,7,15.28,2,0.0,7.4872
266,3,3,1,12,11.96,2,0.0,5.8604
452,45,3,0,9,15.84,3,0.0,4.9104
452,45,3,1,3,86.376,3,0.2,30.2316
452,45,3,1,2,18.24,3,0.0,6.2016
452,45,3,1,2,13.12,4,0.0,4.3296
390,37,1,2,13,105.98,2,0.0,1.0598
390,37,1,0,16,493.92,7,0.3,-28.224
80,11,0,1,3,5.936,7,0.8,-8.904
345,34,0,1,7,325.86,2,0.0,149.8956
80,11,0,0,5,383.607,9,0.3,-5.4801
80,11,0,2,13,148.48,2,0.2,16.704
80,11,0,2,13,537.544,7,0.2,53.7544
80,11,0,1,3,1.928,2,0.8,-2.9884
80,11,0,1,2,6.912,3,0.2,0.6912
80,11,0,0,9,7.76,1,0.6,-2.134
80,11,0,2,13,659.168,4,0.2,49.4376
274,5,1,1,10,5.76,2,0.0,2.8224
266,3,3,0,16,351.216,3,0.2,4.3902
438,3,3,0,5,230.28,3,0.2,23.028
438,3,3,1,12,12.84,3,0.0,5.778
229,47,0,1,3,56.82,3,0.0,28.41
151,38,2,1,8,31.56,4,0.0,14.202
151,38,2,1,14,27.92,4,0.0,0.5584
168,1,3,1,3,8.559,1,0.7,-6.5619
137,41,0,1,7,49.568,2,0.2,17.9684
434,41,0,0,5,127.869,3,0.3,-9.1335
266,3,3,1,7,271.44,3,0.0,122.148
266,3,3,2,13,110.352,3,0.2,8.2764
266,3,3,0,9,36.4,5,0.0,13.832
301,8,2,0,5,419.136,4,0.2,-57.6312
293,1,3,1,14,100.704,6,0.2,-1.2588
150,31,2,1,1,45.216,3,0.2,4.5216
150,31,2,1,3,28.782,6,0.7,-21.1068
150,31,2,1,12,24.448,4,0.2,8.8624
207,41,0,1,3,10.476,6,0.8,-17.2854
440,3,3,0,9,76.14,3,0.0,26.649
520,14,0,1,2,21.24,3,0.0,8.0712
520,14,0,1,3,127.96,2,0.0,60.1412
266,3,3,2,6,479.984,2,0.2,89.997
215,20,0,2,13,657.93,7,0.0,184.2204
215,20,0,0,9,33.48,4,0.0,8.7048
215,20,0,1,2,13.9,5,0.0,3.614
215,20,0,1,14,26.86,2,0.0,6.715
254,10,3,1,3,9.584,1,0.2,3.3544
188,44,2,1,3,113.1,3,0.0,56.55
329,30,1,1,12,65.78,11,0.0,32.2322
191,22,2,2,0,239.7,6,0.0,105.468
374,36,1,0,9,25.632,3,0.2,3.8448
374,36,1,1,10,23.616,8,0.2,7.9704
266,3,3,1,2,8.26,2,0.0,3.7996
111,3,3,1,7,76.58,7,0.0,38.29
111,3,3,1,2,8.8,5,0.0,4.224
111,3,3,1,3,590.352,6,0.2,206.6232
111,3,3,1,8,5.58,3,0.0,0.1674
111,3,3,0,9,25.02,3,0.0,10.5084
111,3,3,1,14,452.55,7,0.0,22.6275
266,3,3,1,15,17.76,2,0.0,4.9728
266,3,3,2,13,302.384,2,0.2,30.2384
266,3,3,0,5,146.352,3,0.2,-5.4882
266,3,3,1,1,7.9,2,0.0,2.054
266,3,3,0,16,902.712,3,0.2,33.8517
266,3,3,1,2,53.97,3,0.0,15.1116
505,7,1,1,2,33.92,8,0.0,13.2288
299,47,0,1,15,21.81,3,0.0,5.8887
299,47,0,1,1,91.6,5,0.0,26.564
28,18,1,0,5,150.98,1,0.0,43.7842
28,18,1,1,7,137.25,9,0.0,63.135
28,18,1,1,8,11.52,4,0.0,5.4144
216,31,2,1,12,18.272,1,0.2,5.9384
216,31,2,1,12,153.728,4,0.2,53.8048
216,31,2,1,7,12.224,2,0.2,4.4312
216,31,2,2,0,167.944,7,0.2,50.3832
410,30,1,2,13,45.99,1,0.0,13.3371
410,30,1,1,14,535.41,3,0.0,160.623
410,30,1,1,3,6.096,2,0.2,2.0574
410,30,1,1,12,45.36,7,0.0,21.7728
343,3,3,0,9,47.12,8,0.0,20.7328
183,22,2,1,3,31.36,4,0.0,15.68
216,8,2,1,2,47.616,3,0.2,3.5712
216,8,2,1,12,23.48,5,0.2,8.218
207,41,0,1,1,62.79,3,0.8,-166.3935
207,41,0,1,8,28.44,9,0.2,4.266
207,41,0,2,0,134.376,3,0.2,6.7188
146,19,1,2,13,589.9,2,0.0,147.475
146,19,1,0,5,542.94,3,0.0,141.1644
266,3,3,2,6,2879.952,6,0.2,1007.9832
266,3,3,1,3,90.48,3,0.2,33.93
521,6,1,1,14,77.55,5,0.0,21.714
93,40,2,1,15,8.832,3,0.2,-1.9872
93,40,2,1,12,177.536,4,0.2,62.1376
93,40,2,1,14,258.48,2,0.2,-3.231
93,40,2,0,9,14.136,3,0.2,4.2408
329,30,1,1,14,77.55,5,0.0,20.163
329,30,1,1,14,24.88,2,0.0,6.9664
329,30,1,1,2,140.75,5,0.0,39.41
329,30,1,1,14,36.63,3,0.0,9.8901
315,20,0,0,9,17.14,2,0.0,6.1704
438,3,3,1,10,51.75,5,0.0,24.84
438,3,3,0,9,123.96,3,0.0,11.1564
438,3,3,0,4,586.398,6,0.15,34.494
438,3,3,1,14,80.98,1,0.0,3.2392
438,3,3,1,14,242.94,3,0.0,9.7176
266,3,3,1,2,123.92,4,0.0,33.4584
266,3,3,1,2,12.39,3,0.0,5.6994
266,3,3,1,2,47.3,2,0.0,12.298
331,44,2,2,6,1599.92,8,0.0,751.9624
331,44,2,1,7,11.09,1,0.0,5.4341
152,4,3,1,3,3.168,4,0.7,-2.5344
152,4,3,0,5,579.136,4,0.2,-28.9568
452,45,3,1,3,6.368,2,0.2,2.1492
452,45,3,2,11,558.4,2,0.2,41.88
329,30,1,0,5,145.764,2,0.1,-8.098
407,44,2,1,12,13.62,3,0.0,6.129
329,30,1,0,5,434.646,3,0.1,62.7822
452,45,3,1,12,440.19,9,0.0,206.8893
452,45,3,1,15,64.4,5,0.0,1.932
438,3,3,1,12,244.55,5,0.0,114.9385
438,3,3,1,12,195.76,4,0.0,97.88
372,28,1,1,12,11.76,2,0.0,5.7624
372,28,1,1,14,166.45,5,0.0,39.948
438,3,3,1,8,2.88,1,0.0,1.3536
157,11,0,1,14,45.248,2,0.2,3.9592
374,36,1,1,2,59.904,2,0.2,14.2272
374,36,1,1,1,23.696,2,0.2,6.5164
374,36,1,1,12,7.968,2,0.2,2.8884
374,36,1,1,1,18.2,7,0.2,2.0475
374,36,1,2,0,27.552,3,0.2,-0.3444
374,36,1,0,5,844.116,6,0.3,-36.1764
374,36,1,1,14,76.752,3,0.2,-9.594
216,8,2,1,10,3.0,1,0.2,1.05
369,8,2,1,3,7.506,9,0.7,-6.0048
369,8,2,1,10,16.56,2,0.2,5.796
452,45,3,0,9,79.92,4,0.0,34.3656
452,45,3,2,0,69.98,2,0.0,13.2962
154,41,0,1,3,11.06,10,0.8,-18.802
154,41,0,0,4,623.4648,7,0.32,-119.1918
154,41,0,1,14,772.68,5,0.2,-57.951
123,20,0,1,1,283.14,4,0.1,72.358
123,20,0,2,13,635.96,4,0.0,165.3496
123,20,0,2,13,118.99,1,0.0,33.3172
123,20,0,0,9,272.94,3,0.0,30.0234
374,36,1,0,9,15.008,2,0.2,1.5008
261,42,3,1,3,33.088,4,0.2,11.1672
261,42,3,1,14,80.98,1,0.0,3.2392
261,42,3,2,0,82.8,12,0.0,6.624
261,42,3,1,14,21.36,2,0.0,5.7672
261,42,3,1,3,62.048,2,0.2,20.1656
23,30,1,1,8,29.61,9,0.0,13.3245
394,31,2,2,13,863.928,9,0.2,86.3928
374,36,1,0,16,241.92,4,0.4,-56.448
374,36,1,0,4,163.88,4,0.5,-81.94
374,36,1,1,3,3.486,2,0.7,-2.7888
374,36,1,1,8,10.584,7,0.2,-2.3814
407,12,0,2,13,440.91,9,0.0,123.4548
241,36,1,1,3,5.715,5,0.7,-4.7625
489,1,3,0,9,51.968,2,0.2,10.3936
489,1,3,2,0,71.976,3,0.2,21.5928
489,1,3,0,5,242.352,3,0.2,-42.4116
489,1,3,1,12,221.92,5,0.2,77.672
489,1,3,1,12,8.448,2,0.2,2.64
123,20,0,1,3,29.52,4,0.0,14.4648
123,20,0,0,5,302.94,3,0.0,48.4704
123,20,0,0,5,142.36,2,0.0,38.4372
123,20,0,0,5,546.66,9,0.0,136.665
123,20,0,0,9,212.13,3,0.0,14.8491
25,41,0,1,2,5.248,2,0.2,0.5904
25,41,0,1,14,74.416,2,0.2,-14.8832
25,41,0,1,12,6.848,2,0.2,2.14
25,41,0,0,9,7.996,1,0.6,-6.9965
207,41,0,1,1,8.712,2,0.8,-19.602
506,5,1,1,15,65.17,7,0.0,18.8993
506,5,1,1,10,14.62,2,0.0,6.8714
506,5,1,0,9,173.24,4,0.0,17.324
266,3,3,1,3,895.92,5,0.2,302.373
266,3,3,1,14,130.71,3,0.0,39.213
266,3,3,1,2,11.68,2,0.0,3.0368
266,3,3,2,0,62.31,3,0.0,22.4316
374,36,1,1,3,0.852,1,0.7,-0.5964
209,41,0,1,12,36.288,7,0.2,12.7008
209,41,0,0,9,56.568,2,0.6,-74.9526
389,35,3,2,13,344.704,2,0.2,38.7792
267,4,3,2,13,201.584,2,0.2,20.1584
452,45,3,0,16,521.96,2,0.0,88.7332
28,18,1,1,2,8.22,3,0.0,2.2194
438,3,3,1,12,45.36,7,0.0,21.7728
266,3,3,1,14,947.17,7,0.0,9.4717
266,3,3,1,12,61.96,2,0.0,27.882
24,11,0,0,16,268.935,3,0.5,-209.7693
452,45,3,1,2,7.58,1,0.0,2.9562
20,9,2,1,10,14.73,3,0.0,7.2177
13,8,2,1,3,9.888,2,0.7,-6.9216
13,8,2,1,1,671.544,3,0.2,50.3658
329,30,1,1,14,1117.92,4,0.0,55.896
329,30,1,0,4,275.952,3,0.2,-37.9434
438,3,3,1,3,123.144,7,0.2,46.179
109,41,0,2,0,15.576,3,0.2,3.3099
437,3,3,1,12,212.64,6,0.0,99.9408
437,3,3,1,12,9.87,3,0.0,4.5402
437,3,3,2,0,53.25,3,0.0,20.7675
437,3,3,0,9,19.92,3,0.0,9.5616
329,30,1,0,5,658.746,3,0.1,146.388
254,17,1,1,3,8.26,2,0.0,3.8822
254,17,1,1,3,29.84,2,0.0,13.428
254,17,1,2,0,67.98,2,0.0,14.9556
262,3,3,1,10,61.06,2,0.0,28.0876
262,3,3,0,16,35.544,1,0.2,-0.8886
452,45,3,1,10,9.96,2,0.0,4.5816
452,45,3,1,2,9.21,3,0.0,2.3025
452,45,3,1,15,27.93,3,0.0,8.0997
410,21,0,1,8,7.9,2,0.0,2.528
410,21,0,1,14,221.16,4,0.0,57.5016
410,21,0,1,3,127.96,2,0.0,62.7004
410,21,0,1,3,18.69,3,0.0,9.1581
438,3,3,1,15,25.35,3,0.0,7.605
438,3,3,0,9,35.28,3,0.0,11.9952
452,45,3,1,12,33.4,5,0.0,16.032
462,45,3,2,11,837.6,3,0.2,62.82
156,40,2,2,13,40.68,3,0.2,-9.153
215,40,2,0,5,209.568,2,0.2,-23.5764
25,41,0,2,0,22.368,4,0.2,6.4308
369,8,2,1,3,3.882,2,0.7,-2.588
369,8,2,1,12,115.296,3,0.2,40.3536
374,36,1,1,3,1.908,2,0.7,-1.5264
111,11,0,1,3,43.372,7,0.8,-69.3952
329,30,1,2,13,783.96,4,0.0,219.5088
329,30,1,1,3,48.896,2,0.2,18.336
329,30,1,1,3,7.856,2,0.2,2.8478
94,33,1,1,10,5.904,2,0.2,1.9926
94,33,1,1,15,13.712,2,0.2,1.0284
82,3,3,1,7,182.94,3,0.0,85.9818
438,3,3,1,2,27.76,4,0.0,9.9936
329,30,1,1,2,25.99,1,0.0,7.5371
434,41,0,2,0,113.52,5,0.2,29.799
434,41,0,2,13,359.88,3,0.2,22.4925
216,31,2,1,12,25.344,4,0.2,9.1872
438,3,3,1,3,11.952,3,0.2,4.1832
438,3,3,1,15,6.24,3,0.0,1.872
26,1,3,2,13,742.336,8,0.2,83.5128
80,11,0,0,9,6.464,1,0.6,-4.04
80,11,0,1,10,11.52,5,0.2,4.176
80,11,0,2,13,222.384,2,0.2,16.6788
143,3,3,1,2,23.36,4,0.0,6.0736
262,30,1,1,10,8.67,3,0.0,4.0749
262,30,1,1,15,25.71,3,0.0,6.6846
330,6,1,1,1,100.94,7,0.0,33.3102
56,30,1,0,5,63.882,1,0.1,10.647
207,41,0,0,5,683.144,4,0.3,0.0
207,41,0,1,3,1.476,3,0.8,-2.214
207,41,0,1,15,40.712,7,0.2,3.5623
520,14,0,1,12,279.9,5,0.0,137.151
92,4,3,1,2,13.12,5,0.2,1.148
92,4,3,0,4,69.576,4,0.7,-143.7904
92,4,3,1,2,4.224,3,0.2,0.4752
92,4,3,2,0,58.08,4,0.2,-6.534
92,4,3,0,9,52.416,9,0.2,15.0696
92,4,3,0,9,54.92,5,0.2,10.984
92,4,3,0,16,364.95,5,0.5,-248.166
92,4,3,1,12,85.056,3,0.2,28.7064
92,4,3,1,12,27.696,3,0.2,9.6936
329,30,1,1,12,24.96,4,0.0,11.232
266,3,3,0,9,43.13,1,0.0,18.1146
280,9,2,1,3,5.64,3,0.0,2.7072
216,8,2,1,3,57.582,3,0.7,-44.1462
216,8,2,1,12,31.104,6,0.2,10.8864
216,8,2,0,9,30.192,3,0.2,8.3028
216,8,2,2,13,43.6,5,0.2,4.36
216,8,2,1,2,4.768,2,0.2,0.4172
216,8,2,1,3,10.38,2,0.7,-7.612
216,8,2,1,3,13.392,8,0.7,-9.8208
374,36,1,2,13,39.594,1,0.4,-7.2589
374,36,1,0,9,91.008,9,0.2,19.3392
266,3,3,1,12,37.94,2,0.0,18.2112
266,3,3,1,12,42.8,10,0.0,19.26
266,3,3,1,14,33.63,3,0.0,10.089
374,36,1,1,7,62.808,3,0.2,21.1977
132,47,0,1,12,195.64,4,0.0,91.9508
132,47,0,2,13,239.9,2,0.0,71.97
374,36,1,0,5,380.058,3,0.3,-21.7176
374,36,1,2,6,1199.976,4,0.4,179.9964
374,36,1,0,9,48.576,3,0.2,9.7152
266,3,3,1,12,17.94,3,0.0,8.073
374,36,1,1,12,18.264,3,0.2,6.1641
374,36,1,1,1,34.656,2,0.2,5.6316
374,36,1,1,1,81.552,2,0.2,8.1552
374,36,1,1,14,227.136,4,0.2,-42.588
340,5,1,1,3,10.36,2,0.0,5.0764
434,41,0,1,1,463.248,8,0.8,-1181.2824
434,41,0,2,0,383.952,6,0.2,47.994
530,1,3,1,3,44.856,6,0.7,-35.8848
94,33,1,2,11,30.345,7,0.7,-24.276
94,33,1,0,5,127.554,3,0.3,-9.111
94,33,1,0,9,77.952,3,0.2,15.5904
266,3,3,1,3,14.016,4,0.2,4.9056
407,15,2,1,14,69.52,2,0.0,19.4656
407,15,2,1,2,5.64,3,0.0,1.6356
329,30,1,1,3,13.776,3,0.2,4.4772
510,47,0,1,1,245.88,6,0.0,68.8464
510,47,0,1,14,36.63,3,0.0,9.8901
510,47,0,1,14,22.58,2,0.0,5.8708
510,47,0,1,3,12.39,3,0.0,5.8233
438,3,3,1,3,39.92,5,0.2,13.473
438,3,3,1,12,61.96,2,0.0,27.882
438,3,3,1,3,19.936,4,0.2,7.2268
126,33,1,1,3,3.798,2,0.7,-2.6586
126,33,1,1,12,27.744,6,0.2,10.0572
126,33,1,2,13,158.376,4,0.4,-34.3148
194,15,2,0,9,27.58,2,0.0,11.5836
46,33,1,1,3,5.553,3,0.7,-4.0722
289,40,2,1,14,243.92,5,0.2,-54.882
240,28,1,1,8,14.96,4,0.0,0.2992
266,3,3,1,3,7.184,2,0.2,2.245
410,30,1,1,3,10.512,3,0.2,3.6792
430,35,3,2,13,263.96,5,0.2,19.797
430,35,3,1,2,71.632,11,0.2,17.908
430,35,3,1,2,9.328,1,0.2,0.8162
365,45,3,1,2,5.88,2,0.0,2.646
365,45,3,0,5,975.92,5,0.2,121.99
365,45,3,1,2,303.84,8,0.0,91.152
365,45,3,1,14,485.88,6,0.0,19.4352
342,3,3,0,9,12.54,3,0.0,4.5144
342,3,3,1,14,8.94,3,0.0,0.6258
342,3,3,0,9,9.24,3,0.0,4.4352
266,3,3,1,3,70.008,3,0.2,24.5028
266,3,3,0,9,77.6,4,0.0,38.024
266,3,3,0,9,464.85,9,0.0,92.97
341,11,0,1,2,10.192,7,0.2,1.0192
314,28,1,1,3,1793.98,2,0.0,843.1706
25,41,0,2,13,758.352,6,0.2,265.4232
329,30,1,1,3,20.368,1,0.2,7.3834
329,30,1,1,3,49.848,3,0.2,16.8237
329,30,1,2,13,239.97,3,0.0,67.1916
452,45,3,0,5,2404.704,6,0.2,150.294
452,45,3,1,3,563.024,11,0.2,190.0206
452,45,3,1,14,344.91,3,0.0,10.3473
452,45,3,1,10,8.64,3,0.0,4.2336
241,36,1,2,13,89.988,2,0.4,-14.998
241,36,1,1,12,229.544,7,0.2,83.2097
207,41,0,1,8,1.824,2,0.2,0.6156
207,41,0,1,1,18.32,5,0.8,-46.716
207,41,0,1,14,48.816,3,0.2,-11.5938
207,41,0,1,3,1.188,1,0.8,-1.9602
94,33,1,2,0,119.8,5,0.2,29.95
128,31,2,1,14,61.568,2,0.2,4.6176
128,31,2,1,2,6.192,3,0.2,0.4644
370,8,2,1,3,2.214,3,0.7,-1.476
194,15,2,1,7,5.32,2,0.0,2.6068
194,15,2,0,5,975.92,4,0.0,292.776
194,15,2,2,0,2249.91,9,0.0,517.4793
194,15,2,1,14,59.92,4,0.0,16.7776
9,3,3,1,3,171.2,5,0.2,64.2
9,3,3,1,2,3.36,2,0.0,0.8736
123,20,0,1,12,114.2,5,0.0,52.532
280,9,2,0,5,182.67,3,0.0,52.9743
280,9,2,2,0,101.7,6,0.0,6.102
280,9,2,1,14,1126.02,3,0.0,56.301
280,9,2,1,14,1263.3,6,0.0,315.825
452,45,3,1,2,8.82,3,0.0,2.5578
452,45,3,1,12,37.94,2,0.0,18.2112
452,45,3,1,2,4.2,2,0.0,1.176
452,45,3,1,14,227.28,2,0.0,2.2728
452,45,3,1,12,47.9,1,0.0,22.992
452,45,3,1,7,61.96,2,0.0,30.3604
452,45,3,1,14,1117.92,4,0.0,55.896
363,33,1,0,5,183.372,2,0.3,-7.8588
363,33,1,1,12,7.968,2,0.2,2.8884
181,35,3,1,3,26.352,8,0.7,-18.4464
9,3,3,1,14,481.32,4,0.0,125.1432
9,3,3,1,15,13.98,1,0.0,3.6348
329,30,1,1,3,25.92,6,0.2,9.072
329,30,1,1,10,91.59,3,0.0,42.1314
207,41,0,0,5,674.058,3,0.3,-19.2588
96,27,1,1,3,22.92,4,0.0,11.0016
96,27,1,1,14,269.9,5,0.0,16.194
147,33,1,1,3,11.808,8,0.7,-8.6592
147,33,1,2,13,9.588,2,0.4,-2.0774
219,40,2,1,7,18.336,3,0.2,6.6468
219,40,2,1,12,36.288,7,0.2,12.7008
219,40,2,2,13,111.984,2,0.2,6.999
219,40,2,1,3,5.97,5,0.7,-4.577
219,40,2,1,3,2.508,2,0.7,-1.8392
452,45,3,1,2,35.96,2,0.0,10.4284
452,45,3,1,3,14.952,3,0.2,5.4201
250,41,0,1,2,67.144,7,0.2,5.8751
250,41,0,0,5,254.058,3,0.3,-32.6646
161,18,1,0,4,173.94,3,0.0,38.2668
161,18,1,2,13,231.98,2,0.0,67.2742
80,11,0,1,3,2.296,2,0.8,-3.9032
209,0,2,1,12,96.08,2,0.0,46.1184
209,0,2,1,8,3.62,2,0.0,1.1946
209,0,2,1,12,629.1,6,0.0,301.968
209,0,2,2,13,90.48,2,0.0,23.5248
247,19,1,1,2,14.88,2,0.0,3.72
80,11,0,0,16,91.275,1,0.5,-67.5435
147,5,1,1,12,19.44,3,0.0,9.3312
147,5,1,0,5,897.15,3,0.0,251.202
329,30,1,1,2,57.75,5,0.0,16.17
329,30,1,1,12,14.94,3,0.0,7.0218
452,45,3,1,2,23.1,2,0.0,6.93
24,4,3,1,7,12.536,1,0.2,4.2309
